SERVICE_TYPE,AGE_GROUP,MEMBER_SEX,YEAR,APPROVED_AMT,Chronic_Condition,Number_of_Visits
INPT,Senior,M,2017,1422874.1199999999,BrainInjury,2
INPT,Senior,M,2018,572522.59,BrainInjury,4
INPT,Teen,F,2013,5234208.77,BrainInjury,9
INPT,Teen,F,2014,4972119.84,BrainInjury,11
INPT,Teen,F,2015,6480040.43,BrainInjury,9
INPT,Teen,F,2016,7931001.15,BrainInjury,36
INPT,Teen,F,2017,8635115.58,BrainInjury,62
INPT,Teen,F,2018,7534789.5,BrainInjury,88
INPT,Teen,M,2013,3206437.61,BrainInjury,16
INPT,Teen,M,2014,3608024.63,BrainInjury,21
INPT,Teen,M,2015,5318421.99,BrainInjury,45
INPT,Teen,M,2016,5272278.84,BrainInjury,40
INPT,Teen,M,2017,4593779.69,BrainInjury,60
INPT,Teen,M,2018,5607691.3,BrainInjury,77
INPT,Very Senior,F,2013,125988.39,BrainInjury,1
INPT,Very Senior,F,2014,75667.93000000001,BrainInjury,0
INPT,Very Senior,F,2015,277863.04,BrainInjury,0
INPT,Very Senior,F,2016,411681.88,BrainInjury,1
INPT,Very Senior,F,2017,327487.16,BrainInjury,1
INPT,Very Senior,F,2018,80277.66,BrainInjury,0
INPT,Very Senior,M,2013,115936.43,BrainInjury,0
INPT,Very Senior,M,2014,182940.5,BrainInjury,0
INPT,Very Senior,M,2015,174860.23,BrainInjury,0
INPT,Very Senior,M,2016,272802.12,BrainInjury,2
INPT,Very Senior,M,2017,163682.2,BrainInjury,0
INPT,Very Senior,M,2018,74013,BrainInjury,0
INPT,Young Adult,F,2013,25930020.31,BrainInjury,22
INPT,Young Adult,F,2014,28246204.23,BrainInjury,28
INPT,Young Adult,F,2015,28716004.29,BrainInjury,37
INPT,Young Adult,F,2016,29129208.9,BrainInjury,99
INPT,Young Adult,F,2017,30903516.41,BrainInjury,94
INPT,Young Adult,F,2018,28713908.5,BrainInjury,114
INPT,Young Adult,M,2013,5766973.61,BrainInjury,7
INPT,Young Adult,M,2014,5795279.86,BrainInjury,12
INPT,Young Adult,M,2015,7368311.5,BrainInjury,26
INPT,Young Adult,M,2016,7263932.05,BrainInjury,74
INPT,Young Adult,M,2017,6945169.06,BrainInjury,64
INPT,Young Adult,M,2018,4020384.84,BrainInjury,41
OTPT,Adult,F,2013,26371180.78,BrainInjury,625
OTPT,Adult,F,2014,29474834.63000001,BrainInjury,1694
OTPT,Adult,F,2015,33084137.450000007,BrainInjury,2390
OTPT,Adult,F,2016,33341816.86,BrainInjury,5236
OTPT,Adult,F,2017,34144283.809999995,BrainInjury,6100
OTPT,Adult,F,2018,29378421.610000003,BrainInjury,5257
OTPT,Adult,M,2013,8484630.57,BrainInjury,580
OTPT,Adult,M,2014,8993299.81,BrainInjury,1330
OTPT,Adult,M,2015,9992523.93,BrainInjury,1642
OTPT,Adult,M,2016,10262520.75,BrainInjury,3242
OTPT,Adult,M,2017,11108811.040000001,BrainInjury,4066
OTPT,Adult,M,2018,8263724.390000001,BrainInjury,2258
OTPT,Baby,F,2013,14188620.709999999,BrainInjury,686
OTPT,Baby,F,2014,14954701.06,BrainInjury,642
OTPT,Baby,F,2015,15614265.27,BrainInjury,697
OTPT,Baby,F,2016,15867768.37,BrainInjury,1125
OTPT,Baby,F,2017,15785849.26,BrainInjury,1658
OTPT,Baby,F,2018,15113281.69,BrainInjury,998
OTPT,Baby,M,2013,17827916.11,BrainInjury,620
OTPT,Baby,M,2014,17682270.41,BrainInjury,1302
OTPT,Baby,M,2015,19558792.229999997,BrainInjury,1058
OTPT,Baby,M,2016,20121305.68,BrainInjury,1270
OTPT,Baby,M,2017,20183089.97,BrainInjury,1813
OTPT,Baby,M,2018,19419288.41,BrainInjury,2121
OTPT,Child,F,2013,15534524.07,BrainInjury,804
OTPT,Child,F,2014,17613377.970000003,BrainInjury,911
OTPT,Child,F,2015,20585612.88,BrainInjury,962
OTPT,Child,F,2016,21212272.050000004,BrainInjury,2427
OTPT,Child,F,2017,23080517.29,BrainInjury,3969
OTPT,Child,F,2018,21023541.76,BrainInjury,5420
OTPT,Child,M,2013,19483157.939999998,BrainInjury,333
OTPT,Child,M,2014,21393184.42,BrainInjury,989
OTPT,Child,M,2015,24399274.369999997,BrainInjury,1669
OTPT,Child,M,2016,25694466.340000007,BrainInjury,5274
OTPT,Child,M,2017,28175184.809999995,BrainInjury,7950
OTPT,Child,M,2018,23611522,BrainInjury,7599
OTPT,Middle Age,F,2013,25297355.14,BrainInjury,985
OTPT,Middle Age,F,2014,27978943.900000006,BrainInjury,1660
OTPT,Middle Age,F,2015,32227171.230000004,BrainInjury,3372
OTPT,Middle Age,F,2016,32072051.019999996,BrainInjury,5320
OTPT,Middle Age,F,2017,34602019.36,BrainInjury,8563
OTPT,Middle Age,F,2018,18202307.930000003,BrainInjury,4059
OTPT,Middle Age,M,2013,16123964.69,BrainInjury,1171
OTPT,Middle Age,M,2014,18037288.69,BrainInjury,2026
OTPT,Middle Age,M,2015,20432834.71,BrainInjury,3521
OTPT,Middle Age,M,2016,20496780.169999998,BrainInjury,5326
OTPT,Middle Age,M,2017,22381313.150000002,BrainInjury,7294
OTPT,Middle Age,M,2018,12257608.47,BrainInjury,4746
OTPT,PreSchool,F,2013,9443598.54,BrainInjury,262
OTPT,PreSchool,F,2014,9116648.02,BrainInjury,426
OTPT,PreSchool,F,2015,9352372.799999999,BrainInjury,460
OTPT,PreSchool,F,2016,9292851.1,BrainInjury,1018
OTPT,PreSchool,F,2017,9506786.88,BrainInjury,1326
OTPT,PreSchool,F,2018,8431096.72,BrainInjury,1176
OTPT,PreSchool,M,2013,11432647.42,BrainInjury,927
OTPT,PreSchool,M,2014,11478065.06,BrainInjury,830
OTPT,PreSchool,M,2015,12126184.17,BrainInjury,629
OTPT,PreSchool,M,2016,12519989.5,BrainInjury,1870
OTPT,PreSchool,M,2017,12949196.73,BrainInjury,1909
OTPT,PreSchool,M,2018,11620216.530000001,BrainInjury,1955
OTPT,Senior,F,2013,2261000.96,BrainInjury,43
OTPT,Senior,F,2014,2662182.01,BrainInjury,6
OTPT,Senior,F,2015,3016955.72,BrainInjury,113
OTPT,Senior,F,2016,3112536.95,BrainInjury,125
OTPT,Senior,F,2017,3432754.12,BrainInjury,461
OTPT,Senior,F,2018,1539438.19,BrainInjury,268
OTPT,Senior,M,2013,949995.81,BrainInjury,80
OTPT,Senior,M,2014,1097095.4,BrainInjury,124
OTPT,Senior,M,2015,1150833.79,BrainInjury,187
OTPT,Senior,M,2016,1276267.36,BrainInjury,189
OTPT,Senior,M,2017,1215185.56,BrainInjury,157
OTPT,Senior,M,2018,636651.66,BrainInjury,135
OTPT,Teen,F,2013,12789215.049999999,BrainInjury,893
OTPT,Teen,F,2014,13597983,BrainInjury,1052
OTPT,Teen,F,2015,16410573.6,BrainInjury,1404
OTPT,Teen,F,2016,16279688.74,BrainInjury,4074
OTPT,Teen,F,2017,17356675.02,BrainInjury,7477
OTPT,Teen,F,2018,16634829.41,BrainInjury,10146
OTPT,Teen,M,2013,8815627.79,BrainInjury,820
OTPT,Teen,M,2014,9786065.12,BrainInjury,1196
OTPT,Teen,M,2015,11627542.87,BrainInjury,2344
OTPT,Teen,M,2016,12746829.76,BrainInjury,4830
OTPT,Teen,M,2017,13475822.32,BrainInjury,6559
OTPT,Teen,M,2018,11684693.23,BrainInjury,7664
OTPT,Very Senior,F,2013,101929.39,BrainInjury,318
OTPT,Very Senior,F,2014,87474.22,BrainInjury,265
OTPT,Very Senior,F,2015,181963.4,BrainInjury,288
OTPT,Very Senior,F,2016,267827.55,BrainInjury,323
OTPT,Very Senior,F,2017,274008.79,BrainInjury,143
OTPT,Very Senior,F,2018,105769.26,BrainInjury,130
OTPT,Very Senior,M,2013,67670.32,BrainInjury,0
OTPT,Very Senior,M,2014,93546.64,BrainInjury,0
OTPT,Very Senior,M,2015,104413.48,BrainInjury,0
OTPT,Very Senior,M,2016,148452.52,BrainInjury,44
OTPT,Very Senior,M,2017,158120.22,BrainInjury,0
OTPT,Very Senior,M,2018,43727.27,BrainInjury,0
OTPT,Young Adult,F,2013,41820660.12000001,BrainInjury,1018
OTPT,Young Adult,F,2014,41813150.64000001,BrainInjury,1529
OTPT,Young Adult,F,2015,43950173.06000001,BrainInjury,1471
OTPT,Young Adult,F,2016,42633917.46000001,BrainInjury,4801
OTPT,Young Adult,F,2017,42571128.2,BrainInjury,6073
OTPT,Young Adult,F,2018,41223288.32,BrainInjury,6736
OTPT,Young Adult,M,2013,5450954.71,BrainInjury,238
OTPT,Young Adult,M,2014,6185201.93,BrainInjury,404
OTPT,Young Adult,M,2015,7264195.72,BrainInjury,1016
OTPT,Young Adult,M,2016,6906436.54,BrainInjury,2633
OTPT,Young Adult,M,2017,7185381.24,BrainInjury,3932
OTPT,Young Adult,M,2018,4910064.38,BrainInjury,1964
ED,Adult,F,2013,4636688.32,COPD,4208
ED,Adult,F,2014,5129488.47,COPD,5188
ED,Adult,F,2015,6030988.24,COPD,7069
ED,Adult,F,2016,6668044.23,COPD,7503
ED,Adult,F,2017,6104549.94,COPD,7603
ED,Adult,F,2018,4965974.66,COPD,5073
ED,Adult,M,2013,1383879.7,COPD,1235
ED,Adult,M,2014,1493040.18,COPD,1327
ED,Adult,M,2015,1691215.83,COPD,1623
ED,Adult,M,2016,1892196.98,COPD,1905
ED,Adult,M,2017,1663291.68,COPD,1614
ED,Adult,M,2018,1142494.86,COPD,870
ED,Baby,F,2013,1506181.32,COPD,835
ED,Baby,F,2014,1591753.84,COPD,916
ED,Baby,F,2015,2179468.78,COPD,1066
ED,Baby,F,2016,2103045.03,COPD,708
ED,Baby,F,2017,2147211.03,COPD,645
ED,Baby,F,2018,2139962.34,COPD,478
ED,Baby,M,2013,1918688.48,COPD,1019
ED,Baby,M,2014,1874186.84,COPD,1088
ED,Baby,M,2015,2518979.01,COPD,1359
ED,Baby,M,2016,2514023.21,COPD,1086
ED,Baby,M,2017,2530652.26,COPD,846
ED,Baby,M,2018,2485816.2,COPD,652
ED,Child,F,2013,1901458.24,COPD,485
ED,Child,F,2014,2148463.84,COPD,767
ED,Child,F,2015,2673514.23,COPD,1260
ED,Child,F,2016,2908185.71,COPD,1431
ED,Child,F,2017,2974904.43,COPD,1676
ED,Child,F,2018,2880758.78,COPD,1719
ED,Child,M,2013,2433859.16,COPD,639
ED,Child,M,2014,2496700.91,COPD,855
ED,Child,M,2015,3116299.37,COPD,1263
ED,Child,M,2016,3251563.11,COPD,1627
ED,Child,M,2017,3476490.48,COPD,1797
ED,Child,M,2018,3166700.21,COPD,1616
ED,Middle Age,F,2013,2595474.77,COPD,3707
ED,Middle Age,F,2014,2816801.31,COPD,4431
ED,Middle Age,F,2015,3233222.24,COPD,5611
ED,Middle Age,F,2016,3601607.53,COPD,6414
ED,Middle Age,F,2017,3383271.8,COPD,6595
ED,Middle Age,F,2018,1687188.82,COPD,3111
ED,Middle Age,M,2013,1515062.05,COPD,1815
ED,Middle Age,M,2014,1733896.68,COPD,2438
ED,Middle Age,M,2015,1889629.66,COPD,2785
ED,Middle Age,M,2016,2130585.12,COPD,3115
ED,Middle Age,M,2017,2086166.55,COPD,3347
ED,Middle Age,M,2018,1081621.98,COPD,1479
ED,PreSchool,F,2013,1041299.14,COPD,566
ED,PreSchool,F,2014,999873.52,COPD,636
ED,PreSchool,F,2015,1327170.08,COPD,905
ED,PreSchool,F,2016,1338599.82,COPD,994
ED,PreSchool,F,2017,1303292.38,COPD,900
ED,PreSchool,F,2018,1315556.77,COPD,785
ED,PreSchool,M,2013,1217668.55,COPD,642
ED,PreSchool,M,2014,1262085.22,COPD,807
ED,PreSchool,M,2015,1565470.56,COPD,1221
ED,PreSchool,M,2016,1583737.79,COPD,1216
ED,PreSchool,M,2017,1617136.44,COPD,1115
ED,PreSchool,M,2018,1577395.32,COPD,878
ED,Senior,F,2013,163132.82,COPD,172
ED,Senior,F,2014,229752.53,COPD,226
ED,Senior,F,2015,236777.23,COPD,351
ED,Senior,F,2016,257888.06,COPD,356
ED,Senior,F,2017,259595.61,COPD,414
ED,Senior,F,2018,152592.77,COPD,222
ED,Senior,M,2013,109377.86,COPD,180
ED,Senior,M,2014,120284.48,COPD,186
ED,Senior,M,2015,120818.5,COPD,215
ED,Senior,M,2016,124722,COPD,205
ED,Senior,M,2017,112139.19,COPD,174
ED,Senior,M,2018,51383.58,COPD,50
ED,Teen,F,2013,2135877.05,COPD,573
ED,Teen,F,2014,2473588.95,COPD,727
ED,Teen,F,2015,3155328.06,COPD,1212
ED,Teen,F,2016,3381209.07,COPD,1299
ED,Teen,F,2017,3451621.76,COPD,1454
ED,Teen,F,2018,3322323.1,COPD,1262
ED,Teen,M,2013,1684301.71,COPD,429
ED,Teen,M,2014,1655936.46,COPD,433
ED,Teen,M,2015,2091976.99,COPD,730
ED,Teen,M,2016,2250623.48,COPD,764
ED,Teen,M,2017,2169843.33,COPD,794
ED,Teen,M,2018,2053367.13,COPD,724
ED,Very Senior,F,2013,24011.35,COPD,8
ED,Very Senior,F,2014,5662.22,COPD,1
ED,Very Senior,F,2015,19915.579999999998,COPD,10
ED,Very Senior,F,2016,19223.68,COPD,17
ED,Very Senior,F,2017,23762.88,COPD,21
ED,Very Senior,F,2018,7034.89,COPD,9
ED,Very Senior,M,2013,2711.0099999999998,COPD,3
ED,Very Senior,M,2014,2901.05,COPD,7
ED,Very Senior,M,2015,9589.12,COPD,15
ED,Very Senior,M,2016,10243.94,COPD,16
ED,Very Senior,M,2017,5788.57,COPD,10
ED,Very Senior,M,2018,9770.33,COPD,2
ED,Young Adult,F,2013,7916135.01,COPD,3313
ED,Young Adult,F,2014,8089249.19,COPD,3971
ED,Young Adult,F,2015,9525834.45,COPD,5557
ED,Young Adult,F,2016,10470118.09,COPD,6274
ED,Young Adult,F,2017,9768073.43,COPD,5956
ED,Young Adult,F,2018,8986275.33,COPD,4980
ED,Young Adult,M,2013,1184534.76,COPD,475
ED,Young Adult,M,2014,1272373.27,COPD,706
ED,Young Adult,M,2015,1542323.39,COPD,987
ED,Young Adult,M,2016,1671619.83,COPD,1164
ED,Young Adult,M,2017,1659066.17,COPD,940
ED,Young Adult,M,2018,1007085.63,COPD,530
INPT,Adult,F,2013,16461803.94,COPD,664
INPT,Adult,F,2014,19469987.83,COPD,887
INPT,Adult,F,2015,22259995.69,COPD,1084
INPT,Adult,F,2016,21954881.71,COPD,1009
INPT,Adult,F,2017,19512022.03,COPD,1010
INPT,Adult,F,2018,14907468.05,COPD,648
INPT,Adult,M,2013,7736072.53,COPD,311
INPT,Adult,M,2014,7699572.2,COPD,277
INPT,Adult,M,2015,8757291.6,COPD,353
INPT,Adult,M,2016,10626546.31,COPD,414
INPT,Adult,M,2017,10896721.57,COPD,403
INPT,Adult,M,2018,5015019.67,COPD,209
INPT,Baby,F,2013,16555105.89,COPD,152
INPT,Baby,F,2014,15875869.49,COPD,110
INPT,Baby,F,2015,18129983.05,COPD,123
INPT,Baby,F,2016,18440029.34,COPD,76
INPT,Baby,F,2017,14346605.08,COPD,86
INPT,Baby,F,2018,19612069.49,COPD,46
INPT,Baby,M,2013,15109820.12,COPD,176
INPT,Baby,M,2014,16229599.55,COPD,146
INPT,Baby,M,2015,21306934.89,COPD,176
INPT,Baby,M,2016,18592003.33,COPD,137
INPT,Baby,M,2017,22600360.39,COPD,121
INPT,Baby,M,2018,18659995.79,COPD,73
INPT,Child,F,2013,2777585.94,COPD,16
INPT,Child,F,2014,3430252.3,COPD,33
INPT,Child,F,2015,4701342.93,COPD,68
INPT,Child,F,2016,5405092.01,COPD,78
INPT,Child,F,2017,5350544.77,COPD,74
INPT,Child,F,2018,4547234.91,COPD,78
INPT,Child,M,2013,4530032.13,COPD,29
INPT,Child,M,2014,4853282.26,COPD,39
INPT,Child,M,2015,5445926.74,COPD,76
INPT,Child,M,2016,5558426.33,COPD,88
INPT,Child,M,2017,6662601.41,COPD,116
INPT,Child,M,2018,7182341.58,COPD,90
INPT,Middle Age,F,2013,21876665.29,COPD,1448
INPT,Middle Age,F,2014,22979314.55,COPD,1549
INPT,Middle Age,F,2015,25740765.65,COPD,1821
INPT,Middle Age,F,2016,26454508.75,COPD,1894
INPT,Middle Age,F,2017,25885326.8,COPD,1871
INPT,Middle Age,F,2018,13704996.52,COPD,943
INPT,Middle Age,M,2013,16136945.33,COPD,948
INPT,Middle Age,M,2014,19394542.27,COPD,1163
INPT,Middle Age,M,2015,20911904.33,COPD,1173
INPT,Middle Age,M,2016,21338834.16,COPD,1185
INPT,Middle Age,M,2017,22530203.92,COPD,1359
INPT,Middle Age,M,2018,11180697.51,COPD,622
INPT,PreSchool,F,2013,2471195.27,COPD,37
INPT,PreSchool,F,2014,1108688.08,COPD,22
INPT,PreSchool,F,2015,1941255.72,COPD,42
INPT,PreSchool,F,2016,2076944.23,COPD,33
INPT,PreSchool,F,2017,1149509.95,COPD,24
INPT,PreSchool,F,2018,1379026.57,COPD,26
INPT,PreSchool,M,2013,1740063.69,COPD,38
INPT,PreSchool,M,2014,2008181.51,COPD,33
INPT,PreSchool,M,2015,1677937.63,COPD,44
INPT,PreSchool,M,2016,2469335.25,COPD,76
INPT,PreSchool,M,2017,3100235.48,COPD,53
INPT,PreSchool,M,2018,1966010.68,COPD,33
INPT,Senior,F,2013,1888657.81,COPD,128
INPT,Senior,F,2014,1756026.83,COPD,134
INPT,Senior,F,2015,2790276.52,COPD,177
INPT,Senior,F,2016,3168620.09,COPD,180
INPT,Senior,F,2017,3657024.14,COPD,234
INPT,Senior,F,2018,1154725.79,COPD,68
INPT,Senior,M,2013,1533682.95,COPD,83
INPT,Senior,M,2014,1029932.29,COPD,71
INPT,Senior,M,2015,1511443.64,COPD,68
INPT,Senior,M,2016,1646031.11,COPD,77
INPT,Senior,M,2017,1422874.1199999999,COPD,92
INPT,Senior,M,2018,572522.59,COPD,27
INPT,Teen,F,2013,5234208.77,COPD,30
INPT,Teen,F,2014,4972119.84,COPD,47
INPT,Teen,F,2015,6480040.43,COPD,86
INPT,Teen,F,2016,7931001.15,COPD,101
INPT,Teen,F,2017,8635115.58,COPD,104
INPT,Teen,F,2018,7534789.5,COPD,99
INPT,Teen,M,2013,3206437.61,COPD,23
INPT,Teen,M,2014,3608024.63,COPD,30
INPT,Teen,M,2015,5318421.99,COPD,48
INPT,Teen,M,2016,5272278.84,COPD,50
INPT,Teen,M,2017,4593779.69,COPD,73
INPT,Teen,M,2018,5607691.3,COPD,57
INPT,Very Senior,F,2013,125988.39,COPD,5
INPT,Very Senior,F,2014,75667.93000000001,COPD,1
INPT,Very Senior,F,2015,277863.04,COPD,15
INPT,Very Senior,F,2016,411681.88,COPD,24
INPT,Very Senior,F,2017,327487.16,COPD,18
INPT,Very Senior,F,2018,80277.66,COPD,5
INPT,Very Senior,M,2013,115936.43,COPD,4
INPT,Very Senior,M,2014,182940.5,COPD,14
INPT,Very Senior,M,2015,174860.23,COPD,7
INPT,Very Senior,M,2016,272802.12,COPD,13
INPT,Very Senior,M,2017,163682.2,COPD,10
INPT,Very Senior,M,2018,74013,COPD,2
INPT,Young Adult,F,2013,25930020.31,COPD,352
INPT,Young Adult,F,2014,28246204.23,COPD,427
INPT,Young Adult,F,2015,28716004.29,COPD,587
INPT,Young Adult,F,2016,29129208.9,COPD,662
INPT,Young Adult,F,2017,30903516.41,COPD,649
INPT,Young Adult,F,2018,28713908.5,COPD,568
INPT,Young Adult,M,2013,5766973.61,COPD,119
INPT,Young Adult,M,2014,5795279.86,COPD,189
INPT,Young Adult,M,2015,7368311.5,COPD,219
INPT,Young Adult,M,2016,7263932.05,COPD,224
INPT,Young Adult,M,2017,6945169.06,COPD,185
INPT,Young Adult,M,2018,4020384.84,COPD,86
OTPT,Adult,F,2013,26371180.78,COPD,43588
OTPT,Adult,F,2014,29474834.63000001,COPD,58937
OTPT,Adult,F,2015,33084137.450000007,COPD,71565
OTPT,Adult,F,2016,33341816.86,COPD,84433
OTPT,Adult,F,2017,34144283.809999995,COPD,90963
OTPT,Adult,F,2018,29378421.610000003,COPD,70045
OTPT,Adult,M,2013,8484630.57,COPD,14611
OTPT,Adult,M,2014,8993299.81,COPD,15958
OTPT,Adult,M,2015,9992523.93,COPD,19811
OTPT,Adult,M,2016,10262520.75,COPD,23837
OTPT,Adult,M,2017,11108811.040000001,COPD,24409
OTPT,Adult,M,2018,8263724.390000001,COPD,15185
OTPT,Baby,F,2013,14188620.709999999,COPD,8154
OTPT,Baby,F,2014,14954701.06,COPD,10133
OTPT,Baby,F,2015,15614265.27,COPD,9582
OTPT,Baby,F,2016,15867768.37,COPD,8409
OTPT,Baby,F,2017,15785849.26,COPD,6581
OTPT,Baby,F,2018,15113281.69,COPD,4639
OTPT,Baby,M,2013,17827916.11,COPD,9038
OTPT,Baby,M,2014,17682270.41,COPD,10052
OTPT,Baby,M,2015,19558792.229999997,COPD,13285
OTPT,Baby,M,2016,20121305.68,COPD,12581
OTPT,Baby,M,2017,20183089.97,COPD,9369
OTPT,Baby,M,2018,19419288.41,COPD,7135
OTPT,Child,F,2013,15534524.07,COPD,4647
OTPT,Child,F,2014,17613377.970000003,COPD,9059
OTPT,Child,F,2015,20585612.88,COPD,14672
OTPT,Child,F,2016,21212272.050000004,COPD,19529
OTPT,Child,F,2017,23080517.29,COPD,23558
OTPT,Child,F,2018,21023541.76,COPD,25068
OTPT,Child,M,2013,19483157.939999998,COPD,6062
OTPT,Child,M,2014,21393184.42,COPD,9960
OTPT,Child,M,2015,24399274.369999997,COPD,15952
OTPT,Child,M,2016,25694466.340000007,COPD,24336
OTPT,Child,M,2017,28175184.809999995,COPD,31621
OTPT,Child,M,2018,23611522,COPD,27065
OTPT,Middle Age,F,2013,25297355.14,COPD,80094
OTPT,Middle Age,F,2014,27978943.900000006,COPD,104071
OTPT,Middle Age,F,2015,32227171.230000004,COPD,128815
OTPT,Middle Age,F,2016,32072051.019999996,COPD,147492
OTPT,Middle Age,F,2017,34602019.36,COPD,158943
OTPT,Middle Age,F,2018,18202307.930000003,COPD,84708
OTPT,Middle Age,M,2013,16123964.69,COPD,45149
OTPT,Middle Age,M,2014,18037288.69,COPD,57722
OTPT,Middle Age,M,2015,20432834.71,COPD,67113
OTPT,Middle Age,M,2016,20496780.169999998,COPD,77437
OTPT,Middle Age,M,2017,22381313.150000002,COPD,87522
OTPT,Middle Age,M,2018,12257608.47,COPD,45110
OTPT,PreSchool,F,2013,9443598.54,COPD,5083
OTPT,PreSchool,F,2014,9116648.02,COPD,6522
OTPT,PreSchool,F,2015,9352372.799999999,COPD,8692
OTPT,PreSchool,F,2016,9292851.1,COPD,9953
OTPT,PreSchool,F,2017,9506786.88,COPD,11031
OTPT,PreSchool,F,2018,8431096.72,COPD,9444
OTPT,PreSchool,M,2013,11432647.42,COPD,5769
OTPT,PreSchool,M,2014,11478065.06,COPD,8586
OTPT,PreSchool,M,2015,12126184.17,COPD,11828
OTPT,PreSchool,M,2016,12519989.5,COPD,13916
OTPT,PreSchool,M,2017,12949196.73,COPD,15120
OTPT,PreSchool,M,2018,11620216.530000001,COPD,12631
OTPT,Senior,F,2013,2261000.96,COPD,6919
OTPT,Senior,F,2014,2662182.01,COPD,9085
OTPT,Senior,F,2015,3016955.72,COPD,11283
OTPT,Senior,F,2016,3112536.95,COPD,14082
OTPT,Senior,F,2017,3432754.12,COPD,16739
OTPT,Senior,F,2018,1539438.19,COPD,7295
OTPT,Senior,M,2013,949995.81,COPD,3634
OTPT,Senior,M,2014,1097095.4,COPD,3072
OTPT,Senior,M,2015,1150833.79,COPD,4390
OTPT,Senior,M,2016,1276267.36,COPD,5215
OTPT,Senior,M,2017,1215185.56,COPD,5457
OTPT,Senior,M,2018,636651.66,COPD,2192
OTPT,Teen,F,2013,12789215.049999999,COPD,3957
OTPT,Teen,F,2014,13597983,COPD,5869
OTPT,Teen,F,2015,16410573.6,COPD,9529
OTPT,Teen,F,2016,16279688.74,COPD,13156
OTPT,Teen,F,2017,17356675.02,COPD,14850
OTPT,Teen,F,2018,16634829.41,COPD,13473
OTPT,Teen,M,2013,8815627.79,COPD,2552
OTPT,Teen,M,2014,9786065.12,COPD,4103
OTPT,Teen,M,2015,11627542.87,COPD,5912
OTPT,Teen,M,2016,12746829.76,COPD,7886
OTPT,Teen,M,2017,13475822.32,COPD,9535
OTPT,Teen,M,2018,11684693.23,COPD,8414
OTPT,Very Senior,F,2013,101929.39,COPD,225
OTPT,Very Senior,F,2014,87474.22,COPD,117
OTPT,Very Senior,F,2015,181963.4,COPD,532
OTPT,Very Senior,F,2016,267827.55,COPD,1298
OTPT,Very Senior,F,2017,274008.79,COPD,1280
OTPT,Very Senior,F,2018,105769.26,COPD,507
OTPT,Very Senior,M,2013,67670.32,COPD,140
OTPT,Very Senior,M,2014,93546.64,COPD,458
OTPT,Very Senior,M,2015,104413.48,COPD,488
OTPT,Very Senior,M,2016,148452.52,COPD,563
OTPT,Very Senior,M,2017,158120.22,COPD,532
OTPT,Very Senior,M,2018,43727.27,COPD,138
OTPT,Young Adult,F,2013,41820660.12000001,COPD,18776
OTPT,Young Adult,F,2014,41813150.64000001,COPD,24681
OTPT,Young Adult,F,2015,43950173.06000001,COPD,32113
OTPT,Young Adult,F,2016,42633917.46000001,COPD,39056
OTPT,Young Adult,F,2017,42571128.2,COPD,41450
OTPT,Young Adult,F,2018,41223288.32,COPD,37920
OTPT,Young Adult,M,2013,5450954.71,COPD,3884
OTPT,Young Adult,M,2014,6185201.93,COPD,5757
OTPT,Young Adult,M,2015,7264195.72,COPD,9194
OTPT,Young Adult,M,2016,6906436.54,COPD,10216
OTPT,Young Adult,M,2017,7185381.24,COPD,9363
OTPT,Young Adult,M,2018,4910064.38,COPD,5304
ED,Adult,F,2013,4636688.32,Dementia,8
ED,Adult,F,2014,5129488.47,Dementia,24
ED,Adult,F,2015,6030988.24,Dementia,59
ED,Adult,F,2016,6668044.23,Dementia,82
ED,Adult,F,2017,6104549.94,Dementia,152
ED,Adult,F,2018,4965974.66,Dementia,86
ED,Adult,M,2013,1383879.7,Dementia,21
ED,Adult,M,2014,1493040.18,Dementia,38
ED,Adult,M,2015,1691215.83,Dementia,32
ED,Adult,M,2016,1892196.98,Dementia,38
ED,Adult,M,2017,1663291.68,Dementia,48
ED,Adult,M,2018,1142494.86,Dementia,6
ED,Baby,F,2013,1506181.32,Dementia,0
ED,Baby,F,2014,1591753.84,Dementia,0
ED,Baby,F,2015,2179468.78,Dementia,0
ED,Baby,F,2016,2103045.03,Dementia,1
ED,Baby,F,2017,2147211.03,Dementia,0
ED,Baby,F,2018,2139962.34,Dementia,0
ED,Baby,M,2013,1918688.48,Dementia,3
ED,Baby,M,2014,1874186.84,Dementia,1
ED,Baby,M,2015,2518979.01,Dementia,0
ED,Baby,M,2016,2514023.21,Dementia,0
ED,Baby,M,2017,2530652.26,Dementia,0
ED,Baby,M,2018,2485816.2,Dementia,0
ED,Child,F,2013,1901458.24,Dementia,0
ED,Child,F,2014,2148463.84,Dementia,1
ED,Child,F,2015,2673514.23,Dementia,5
ED,Child,F,2016,2908185.71,Dementia,5
ED,Child,F,2017,2974904.43,Dementia,5
ED,Child,F,2018,2880758.78,Dementia,8
ED,Child,M,2013,2433859.16,Dementia,7
ED,Child,M,2014,2496700.91,Dementia,3
ED,Child,M,2015,3116299.37,Dementia,9
ED,Child,M,2016,3251563.11,Dementia,14
ED,Child,M,2017,3476490.48,Dementia,18
ED,Child,M,2018,3166700.21,Dementia,8
ED,Middle Age,F,2013,2595474.77,Dementia,49
ED,Middle Age,F,2014,2816801.31,Dementia,94
ED,Middle Age,F,2015,3233222.24,Dementia,144
ED,Middle Age,F,2016,3601607.53,Dementia,310
