"","ED_DISCHARGE_DX_DESC","CODE_1","CODE_P","ED_NOT_NEEDED_PROP","PREVENTABILITY","n"
"680","","S03.40XA","S03",NA,NA,15
"681","","S03.40XS","S03",NA,NA,2
"682","","S03.41XA","S03",NA,NA,3
"683","","S03.41XD","S03",NA,NA,1
"684","","S03.42XA","S03",NA,NA,3
"685","","S03.43XA","S03",NA,NA,2
"686","","S39.93","S39",NA,NA,1
"687","","S92.811A","S92",NA,NA,11
"688","","S92.811D","S92",NA,NA,2
"689","","S92.811S","S92",NA,NA,2
"690","","S92.812A","S92",NA,NA,15
"691","","S92.812D","S92",NA,NA,2
"692","","S92.819A","S92",NA,NA,2
"693","","S92.819K","S92",NA,NA,2
"694","","S99.012B","S99",NA,NA,1
"695","","S99.031A","S99",NA,NA,1
"696","","S99.091D","S99",NA,NA,1
"697","","S99.101A","S99",NA,NA,4
"698","","S99.102A","S99",NA,NA,6
"699","","S99.102D","S99",NA,NA,4
"700","","S99.111A","S99",NA,NA,7
"701","","S99.111D","S99",NA,NA,3
"702","","S99.112A","S99",NA,NA,10
"703","","S99.112D","S99",NA,NA,3
"704","","S99.121A","S99",NA,NA,11
"705","","S99.121D","S99",NA,NA,4
"706","","S99.122A","S99",NA,NA,12
"707","","S99.122D","S99",NA,NA,6
"708","","S99.122G","S99",NA,NA,1
"709","","S99.132A","S99",NA,NA,2
"710","","S99.141D","S99",NA,NA,1
"711","","S99.142A","S99",NA,NA,1
"712","","S99.191A","S99",NA,NA,7
"713","","S99.191D","S99",NA,NA,4
"714","","S99.191K","S99",NA,NA,2
"715","","S99.191S","S99",NA,NA,3
"716","","S99.192A","S99",NA,NA,12
"717","","S99.192D","S99",NA,NA,8
"718","","S99.199A","S99",NA,NA,4
"719","","S99.199S","S99",NA,NA,4
"720","","S99.202A","S99",NA,NA,1
"721","","S99.211A","S99",NA,NA,1
"722","","S99.212A","S99",NA,NA,2
"723","","S99.212D","S99",NA,NA,1
"724","","S99.219A","S99",NA,NA,1
"725","","S99.221A","S99",NA,NA,17
"726","","S99.221D","S99",NA,NA,3
"727","","S99.222A","S99",NA,NA,21
"728","","S99.222D","S99",NA,NA,3
"729","","S99.222G","S99",NA,NA,1
"730","","S99.231D","S99",NA,NA,1
"731","","S99.232A","S99",NA,NA,2
"732","","S99.232D","S99",NA,NA,1
"733","","S99.241A","S99",NA,NA,3
"734","","S99.242A","S99",NA,NA,1
"735","","S99.242D","S99",NA,NA,2
"736","","S99.292A","S99",NA,NA,2
"737","","T07.XXXA","T07",NA,NA,126
"738","","T14.8XXA","T14",NA,NA,629
"739","","T14.8XXD","T14",NA,NA,19
"740","","T14.90XA","T14",NA,NA,481
"741","","T14.90XD","T14",NA,NA,6
"742","","T14.91XA","T14",NA,NA,113
"743","","T14.91XD","T14",NA,NA,9
"744","","T14.91XS","T14",NA,NA,2
"745","","T23.012","T23",NA,NA,1
"746","","T82.855A","T82",NA,NA,9
"747","","T82.856A","T82",NA,NA,4
"748","","T83.011A","T83",NA,NA,1
"749","","T83.012A","T83",NA,NA,1
"750","","T83.021A","T83",NA,NA,7
"751","","T83.021D","T83",NA,NA,10
"752","","T83.022A","T83",NA,NA,33
"753","","T83.022D","T83",NA,NA,1
"754","","T83.031A","T83",NA,NA,2
"755","","T83.091A","T83",NA,NA,16
"756","","T83.092A","T83",NA,NA,13
"757","","T83.123A","T83",NA,NA,1
"758","","T83.510A","T83",NA,NA,1
"759","","T83.510D","T83",NA,NA,1
"760","","T83.510S","T83",NA,NA,1
"761","","T83.511A","T83",NA,NA,104
"762","","T83.511D","T83",NA,NA,3
"763","","T83.512A","T83",NA,NA,9
"764","","T83.512S","T83",NA,NA,1
"765","","T83.518A","T83",NA,NA,29
"766","","T83.592A","T83",NA,NA,2
"767","","T83.593A","T83",NA,NA,2
"768","","T83.69XA","T83",NA,NA,2
"769","","T85.113A","T85",NA,NA,7
"770","","T85.123A","T85",NA,NA,1
"771","","T85.193A","T85",NA,NA,3
"772","","T85.615A","T85",NA,NA,3
"773","","T85.625A","T85",NA,NA,2
"774","","T85.695A","T85",NA,NA,3
"775","","T85.730A","T85",NA,NA,55
"776","","T85.730D","T85",NA,NA,7
"777","","T85.732A","T85",NA,NA,3
"778","","T85.733A","T85",NA,NA,2
"779","","T85.738A","T85",NA,NA,1
"780","","T85.830A","T85",NA,NA,2
"781","","T85.838A","T85",NA,NA,3
"782","","T85.840A","T85",NA,NA,4
"783","","T85.848A","T85",NA,NA,67
"784","","T85.848D","T85",NA,NA,9
"785","","T85.848S","T85",NA,NA,1
"786","","T85.858A","T85",NA,NA,2
"787","","T85.868A","T85",NA,NA,1
"788","","T85.890A","T85",NA,NA,20
"789","","T85.890D","T85",NA,NA,1
"790","","T85.898A","T85",NA,NA,23
"791","","T85.898D","T85",NA,NA,1
"792","","V20.3","V20",NA,NA,3
"793","","V29.","V29",NA,NA,1
"794","","V57.2","V57",NA,NA,3
"795","","V67.0","V67",NA,NA,1
"796","","V86.56XA","V86",NA,NA,1
"797","","XXX.X","XXX",NA,NA,1
"798","","Z05.1","Z05",NA,NA,11
"799","","Z05.2","Z05",NA,NA,4
"800","","Z05.3","Z05",NA,NA,9
"801","","Z05.42","Z05",NA,NA,1
"802","","Z05.5","Z05",NA,NA,2
"803","","Z05.6","Z05",NA,NA,2
"804","","Z05.71","Z05",NA,NA,2
"805","","Z05.72","Z05",NA,NA,6
"806","","Z05.8","Z05",NA,NA,26
"807","","Z05.9","Z05",NA,NA,13
"808","","Z29.11","Z29",NA,NA,41
"809","","Z29.13","Z29",NA,NA,88
"810","","Z29.14","Z29",NA,NA,28
"811","","Z29.3","Z29",NA,NA,446
"812","","Z29.8","Z29",NA,NA,25
"813","","Z29.9","Z29",NA,NA,32
"814","","Z30.015","Z30",NA,NA,28
"815","","Z30.016","Z30",NA,NA,25
"816","","Z30.017","Z30",NA,NA,1071
"817","","Z30.44","Z30",NA,NA,21
"818","","Z30.45","Z30",NA,NA,10
"819","","Z30.46","Z30",NA,NA,832
"820","","Z33.3","Z33",NA,NA,16
"821","","Z36.0","Z36",NA,NA,219
"822","","Z36.1","Z36",NA,NA,47
"823","","Z36.2","Z36",NA,NA,786
"824","","Z36.3","Z36",NA,NA,1284
"825","","Z36.4","Z36",NA,NA,62
"826","","Z36.5","Z36",NA,NA,11
"827","","Z36.81","Z36",NA,NA,2
"828","","Z36.82","Z36",NA,NA,432
"829","","Z36.83","Z36",NA,NA,19
"830","","Z36.84","Z36",NA,NA,1
"831","","Z36.85","Z36",NA,NA,450
"832","","Z36.86","Z36",NA,NA,98
"833","","Z36.87","Z36",NA,NA,376
"834","","Z36.88","Z36",NA,NA,20
"835","","Z36.89","Z36",NA,NA,2609
"836","","Z36.8A","Z36",NA,NA,22
"837","","Z36.9","Z36",NA,NA,1867
"838","","Z51.6","Z51",NA,NA,386
"839","","Z53.33","Z53",NA,NA,8
"840","","Z71.82","Z71",NA,NA,4
"841","","Z71.83","Z71",NA,NA,3
"842","","Z79.84","Z79",NA,NA,13
"843","","Z83.42","Z83",NA,NA,52
"844","","Z84.82","Z84",NA,NA,52
"845","","Z98.890","Z98",NA,NA,2107
"846","","Z98.891","Z98",NA,NA,69
"847","","ZZ1.11","ZZ1",NA,NA,25
"848","""Light-for-dates"" with signs of fetal malnutrition, 1,000-1,249 grams","764.14","764",0,0,1
"849","""Light-for-dates"" with signs of fetal malnutrition, 1,500-1,749 grams","764.16","764",0,0,6
"850","""Light-for-dates"" with signs of fetal malnutrition, 1,750-1,999 grams","764.17","764",0,0,11
"851","""Light-for-dates"" without mention of fetal malnutrition,  2,000- 2,499 grams","764.08","764",0,0,71
"852","""Light-for-dates"" without mention of fetal malnutrition, 1,000- 1,249 grams","764.04","764",0,0,1
"853","""Light-for-dates"" without mention of fetal malnutrition, 1,500- 1,749 grams","764.06","764",0,0,5
"854","""Light-for-dates"" without mention of fetal malnutrition, 1,750- 1,999 grams","764.07","764",0,0,20
"855","""Light-for-dates"" without mention of fetal malnutrition, 2,500 grams and over","764.09","764",0,0,44
"856","""Light-for-dates"" without mention of fetal malnutrition, 750-999 grams","764.03","764",0,0,1
"857","""Light-for-dates"" without mention of fetal malnutrition, unspecified [weight]","764.00","764",0,0,83
"858","""Light-for-dates""without mention of fetal malnutrition,  1,250- 1,499 grams","764.05","764",0,0,33
"859","""Ventilation"" pneumonitis","495.7","495",0,0,2
"860","(Idiopathic) normal pressure hydrocephalus","G91.2","G91",0,0,28
"861","(Induced) termination of pregnancy with other complications","O04.89","O04",0,0,12
"862","(Induced) termination of pregnancy with unspecified complications","O04.80","O04",0,0,5
"863","10 weeks gestation of pregnancy","Z3A.10","Z3A",0,0,174
"864","11 weeks gestation of pregnancy","Z3A.11","Z3A",0,0,158
"865","12 weeks gestation of pregnancy","Z3A.12","Z3A",0,0,224
"866","13 weeks gestation of pregnancy","Z3A.13","Z3A",0,0,172
"867","14 weeks gestation of pregnancy","Z3A.14","Z3A",0,0,109
"868","15 weeks gestation of pregnancy","Z3A.15","Z3A",0,0,181
"869","16 weeks gestation of pregnancy","Z3A.16","Z3A",0,0,328
"870","17 weeks gestation of pregnancy","Z3A.17","Z3A",0,0,252
"871","18 weeks gestation of pregnancy","Z3A.18","Z3A",0,0,187
"872","19 weeks gestation of pregnancy","Z3A.19","Z3A",0,0,193
"873","2-part displaced fracture of surgical neck of left humerus, initial encounter for closed fracture","S42.222A","S42",0,0,19
"874","2-part displaced fracture of surgical neck of left humerus, sequela","S42.222S","S42",0,0,2
"875","2-part displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion","S42.222K","S42",0,0,5
"876","2-part displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with routine healing","S42.222D","S42",0,0,23
"877","2-part displaced fracture of surgical neck of right humerus, initial encounter for closed fracture","S42.221A","S42",0,0,4
"878","2-part displaced fracture of surgical neck of right humerus, sequela","S42.221S","S42",0,0,5
"879","2-part displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with delayed healing","S42.221G","S42",0,0,1
"880","2-part displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion","S42.221P","S42",0,0,2
"881","2-part displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with routine healing","S42.221D","S42",0,0,15
"882","2-part displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with routine healing","S42.223D","S42",0,0,4
"883","2-part nondisplaced fracture of surgical neck of left humerus, initial encounter for closed fracture","S42.225A","S42",0,0,5
"884","2-part nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with routine healing","S42.225D","S42",0,0,1
"885","2-part nondisplaced fracture of surgical neck of right humerus, initial encounter for closed fracture","S42.224A","S42",0,0,4
"886","2-part nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with routine healing","S42.224D","S42",0,0,6
"887","20 weeks gestation of pregnancy","Z3A.20","Z3A",0,0,305
"888","21 weeks gestation of pregnancy","Z3A.21","Z3A",0,0,208
"889","22 weeks gestation of pregnancy","Z3A.22","Z3A",0,0,142
"890","23 weeks gestation of pregnancy","Z3A.23","Z3A",0,0,147
"891","24 completed weeks of gestation","765.22","765",0,0,212
"892","24 completed weeks of gestation_NA","765.22","765",0,0,22
"893","24 weeks gestation of pregnancy","Z3A.24","Z3A",0,0,241
"894","25-26 completed weeks of gestation","765.23","765",0,0,428
"895","25-26 completed weeks of gestation_NA","765.23","765",0,0,1
"896","25 weeks gestation of pregnancy","Z3A.25","Z3A",0,0,282
"897","26 weeks gestation of pregnancy","Z3A.26","Z3A",0,0,246
"898","27-28 completed weeks of gestation","765.24","765",0,0,472
"899","27-28 completed weeks of gestation_NA","765.24","765",0,0,3
"900","27 weeks gestation of pregnancy","Z3A.27","Z3A",0,0,311
"901","28 weeks gestation of pregnancy","Z3A.28","Z3A",0,0,633
"902","29-30 completed weeks of gestation","765.25","765",0,0,644
"903","29 weeks gestation of pregnancy","Z3A.29","Z3A",0,0,279
"904","3-part fracture of surgical neck of left humerus, initial encounter for closed fracture","S42.232A","S42",0,0,2
"905","3-part fracture of surgical neck of right humerus, initial encounter for closed fracture","S42.231A","S42",0,0,2
"906","3-part fracture of surgical neck of right humerus, subsequent encounter for fracture with routine healing","S42.231D","S42",0,0,2
"907","30 weeks gestation of pregnancy","Z3A.30","Z3A",0,0,428
"908","31-32 completed weeks of gestation","765.26","765",0,0,600
"909","31 weeks gestation of pregnancy","Z3A.31","Z3A",0,0,285
"910","32 weeks gestation of pregnancy","Z3A.32","Z3A",0,0,425
"911","33-34 completed weeks of gestation","765.27","765",0,0,799
"912","33 weeks gestation of pregnancy","Z3A.33","Z3A",0,0,350
"913","34 weeks gestation of pregnancy","Z3A.34","Z3A",0,0,468
"914","35-36 completed weeks of gestation","765.28","765",0,0,632
"915","35 weeks gestation of pregnancy","Z3A.35","Z3A",0,0,634
"916","36 weeks gestation of pregnancy","Z3A.36","Z3A",0,0,847
"917","37 or more completed weeks of gestation","765.29","765",0,0,1380
"918","37 weeks gestation of pregnancy","Z3A.37","Z3A",0,0,620
"919","38 weeks gestation of pregnancy","Z3A.38","Z3A",0,0,600
"920","39 weeks gestation of pregnancy","Z3A.39","Z3A",0,0,379
"921","4-part fracture of surgical neck of left humerus, initial encounter for closed fracture","S42.242A","S42",0,0,10
"922","4-part fracture of surgical neck of left humerus, subsequent encounter for fracture with routine healing","S42.242D","S42",0,0,2
"923","4-part fracture of surgical neck of right humerus, initial encounter for closed fracture","S42.241A","S42",0,0,2
"924","4-part fracture of surgical neck of right humerus, initial encounter for open fracture","S42.241B","S42",0,0,1
"925","4-part fracture of surgical neck of right humerus, subsequent encounter for fracture with routine healing","S42.241D","S42",0,0,1
"926","40 weeks gestation of pregnancy","Z3A.40","Z3A",0,0,191
"927","41 weeks gestation of pregnancy","Z3A.41","Z3A",0,0,27
"928","42 weeks gestation of pregnancy","Z3A.42","Z3A",0,0,1
"929","46, XX true hermaphrodite","Q99.1","Q99",0,0,4
"930","8 weeks gestation of pregnancy","Z3A.08","Z3A",0,0,137
"931","9 weeks gestation of pregnancy","Z3A.09","Z3A",0,0,111
"932","Abdominal aneurysm without mention of rupture","441.4","441",0,0,300
"933","Abdominal aneurysm, ruptured","441.3","441",0,0,22
"934","Abdominal aortic aneurysm, ruptured","I71.3","I71",0,0,2
"935","Abdominal aortic aneurysm, without rupture","I71.4","I71",0,0,293
"936","Abdominal aortic ectasia","447.72","447",0,0,4
"937","Abdominal aortic ectasia","I77.811","I77",0,0,9
"938","Abdominal distension (gaseous)","R14.0","R14",1,0,2339
"939","Abdominal migraine, intractable","G43.D1","G43",0,0,15
"940","Abdominal migraine, not intractable","G43.D0","G43",0,0,46
"941","Abdominal or pelvic swelling, mass, or lump, epigastric","789.36","789",0,0,28
"942","Abdominal or pelvic swelling, mass, or lump, generalized","789.37","789",0,0,51
"943","Abdominal or pelvic swelling, mass, or lump, left lower quadrant","789.34","789",0,0,111
"944","Abdominal or pelvic swelling, mass, or lump, left upper quadrant","789.32","789",0,0,55
"945","Abdominal or pelvic swelling, mass, or lump, other specified site","789.39","789",0,0,408
"946","Abdominal or pelvic swelling, mass, or lump, periumbilic","789.35","789",0,0,49
"947","Abdominal or pelvic swelling, mass, or lump, right lower quadrant","789.33","789",0,0,149
"948","Abdominal or pelvic swelling, mass, or lump, right upper quardant","789.31","789",0,0,24
"949","Abdominal or pelvic swelling, mass, or lump, unspecified site","789.30","789",1,0,1144
"950","Abdominal pain, epigastric","789.06","789",0.669724770642202,0,13197
"951","Abdominal pain, generalized","789.07","789",0.669724770642202,0,18590
"952","Abdominal pain, generalized_NA","789.07","789",0.669724770642202,0,2
"953","Abdominal pain, left lower quadrant","789.04","789",0.669724770642202,0,6458
"954","Abdominal pain, left upper quadrant","789.02","789",0.669724770642202,0,2713
"955","Abdominal pain, other specified site","789.09","789",0.669724770642202,0,29992
"956","Abdominal pain, other specified site_NA","789.09","789",0.669724770642202,0,5
"957","Abdominal pain, periumbilic","789.05","789",0.669724770642202,0,3543
"958","Abdominal pain, right lower quadrant","789.03","789",0.669724770642202,0,11765
"959","Abdominal pain, right lower quadrant_NA","789.03","789",0.669724770642202,0,1
"960","Abdominal pain, right upper quadrant","789.01","789",0.669724770642202,0,11220
"961","Abdominal pain, unspecified site","789.00","789",0.669724770642202,0,70259
"962","Abdominal pain, unspecified site_NA","789.00","789",0.669724770642202,0,9
"963","Abdominal pregnancy","O00.0","O00",0,0,15
"964","Abdominal pregnancy with intrauterine pregnancy","633.01","633",0,0,30
"965","Abdominal pregnancy without intrauterine pregnancy","633.00","633",0,0,11
"966","Abdominal rigidity, epigastric","789.46","789",0,0,9
"967","Abdominal rigidity, generalized","789.47","789",0,0,4
"968","Abdominal rigidity, left lower quadrant","789.44","789",0,0,1
"969","Abdominal rigidity, left upper quadrant","789.42","789",0,0,2
"970","Abdominal rigidity, other specified site","789.49","789",0,0,1
"971","Abdominal rigidity, right lower quadrant","789.43","789",0,0,7
"972","Abdominal rigidity, right upper quadrant","789.41","789",0,0,4
"973","Abdominal rigidity, unspecified site","789.40","789",0,0,7
"974","Abdominal rigidity, unspecified site","R19.30","R19",0,0,2
"975","Abdominal tenderness, epigastric","789.66","789",0,0,95
"976","Abdominal tenderness, generalized","789.67","789",0,0,69
"977","Abdominal tenderness, left lower quadrant","789.64","789",0,0,68
"978","Abdominal tenderness, left upper quadrant","789.62","789",0,0,26
"979","Abdominal tenderness, other specified site","789.69","789",0,0,106
"980","Abdominal tenderness, periumbilic","789.65","789",0,0,16
"981","Abdominal tenderness, right lower quadrant","789.63","789",0,0,129
"982","Abdominal tenderness, right upper quadrant","789.61","789",0,0,104
"983","Abdominal tenderness, unspecified site","789.60","789",0,0,661
"984","Abdominal tenderness, unspecified site","R10.819","R10",0,0,246
"985","Abdominal testis, bilateral","Q53.21","Q53",0,0,13
"986","Abdominal testis, unilateral","Q53.11","Q53",0,0,56
"987","Abnormal arterial blood gases","790.91","790",0,0,125
"988","Abnormal auditory function study","R94.120","R94",0,0,311
"989","Abnormal auditory perception, unspecified","388.40","388",0,0,2011
"990","Abnormal biochemical finding on antenatal screening of mother","O28.1","O28",0,0,135
"991","Abnormal blood-gas level","R79.81","R79",0,0,152
"992","Abnormal bowel sounds","787.5","787",0,0,10
"993","Abnormal brain scan","R94.02","R94",0,0,39
"994","Abnormal cardiovascular function study,  unspecified","794.30","794",0,0,156
"995","Abnormal chest sounds","786.7","786",0,0,490
"996","Abnormal chromosomal and genetic finding on antenatal screening of mother","O28.5","O28",0,0,77
"997","Abnormal coagulation profile","790.92","790",0,0,371
"998","Abnormal coagulation profile","R79.1","R79",0,0,310
"999","Abnormal cytological finding on antenatal screening of mother","O28.2","O28",0,0,10
"1000","Abnormal cytological findings in cerebrospinal fluid","R83.6","R83",0,0,69
"1001","Abnormal cytological findings in specimens from male genital organs","R86.6","R86",0,0,1
"1002","Abnormal cytological findings in specimens from other digestive organs and abdominal cavity","R85.69","R85",0,0,9
"1003","Abnormal cytological findings in specimens from other female genital organs","R87.69","R87",0,0,1
"1004","Abnormal cytological findings in specimens from other organs, systems and tissues","R89.6","R89",0,0,120
"1005","Abnormal cytological findings in specimens from respiratory organs and thorax","R84.6","R84",0,0,33
"1006","Abnormal dark adaptation curve","368.63","368",0,0,2
"1007","Abnormal echoencephalogram","R90.81","R90",0,0,3
"1008","Abnormal electrocardiogram [ECG] [EKG]","R94.31","R94",0,0,2951
"1009","Abnormal electroencephalogram [EEG]","R94.01","R94",0,0,196
"1010","Abnormal electromyogram [EMG]","R94.131","R94",0,0,15
"1011","Abnormal feces","787.7","787",0,0,261
"1012","Abnormal finding of blood chemistry, unspecified","R79.9","R79",0,0,486
"1013","Abnormal finding on antenatal screening","796.5","796",0,0,623
"1014","Abnormal findings in other body fluids and substances","R88.8","R88",0,0,8
"1015","Abnormal findings on cytological and histological examination of urine","R82.8","R82",0,0,21
"1016","Abnormal findings on diagnostic imaging of heart and coronary circulation","R93.1","R93",0,0,104
"1017","Abnormal findings on diagnostic imaging of limbs","R93.6","R93",0,0,182
"1018","Abnormal findings on diagnostic imaging of liver and biliary tract","R93.2","R93",0,0,250
"1019","Abnormal findings on diagnostic imaging of other abdominal regions, including retroperitoneum","R93.5","R93",0,0,457
"1020","Abnormal findings on diagnostic imaging of other parts of digestive tract","R93.3","R93",0,0,403
"1021","Abnormal findings on diagnostic imaging of other parts of musculoskeletal system","R93.7","R93",0,0,308
"1022","Abnormal findings on diagnostic imaging of other specified body structures","R93.8","R93",0,0,1047
"1023","Abnormal findings on diagnostic imaging of skull and head, not elsewhere classified","R93.0","R93",0,0,494
"1024","Abnormal findings on diagnostic imaging of urinary organs","R93.4","R93",0,0,80
"1025","Abnormal findings on microbiological examination of urine","R82.7","R82",0,0,12
"1026","Abnormal findings on neonatal screening","796.6","796",0,0,275
"1027","Abnormal findings on neonatal screening","P09.","P09",0,0,419
"1028","Abnormal findings on neonatal screening_NA","796.6","796",0,0,1
"1029","Abnormal function study of brain and central nervous system, unspecified","794.00","794",0,0,8
"1030","Abnormal glandular Papanicolaou smear of anus","796.70","796",0,0,3
"1031","Abnormal glandular Papanicolaou smear of cervix","795.00","795",0,0,685
"1032","Abnormal glandular Papanicolaou smear of vagina","795.10","795",0,0,24
"1033","Abnormal glucose complicating childbirth","O99.814","O99",0,0,9
"1034","Abnormal glucose complicating pregnancy","O99.810","O99",0,0,952
"1035","Abnormal glucose complicating the puerperium","O99.815","O99",0,0,3
"1036","Abnormal glucose tolerance of mother, antepartum condition or complication","648.83","648",0,0,7354
"1037","Abnormal glucose tolerance of mother, antepartum condition or complication_NA","648.83","648",0,0,2
